,balanced_accuracy_mean,balanced_accuracy_std,brier_score_mean,brier_score_std,f1_mean,f1_std,log_loss_mean,log_loss_std,pr_auc_mean,pr_auc_std,precision_mean,precision_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std,valid_churn_rate_mean,valid_churn_rate_std
logistic_regression_balanced,0.7640129475054016,0.011211597058474233,0.16329410717106219,0.005413301535811834,0.62785162188775,0.012793779242343402,0.4871555034255527,0.013829811831278824,0.6594620760926901,0.017631576124813773,0.5202055711331958,0.009771662310461967,0.7918467118750986,0.021183946927390968,0.8471087796724278,0.011870858328862878,0.2653698424091877,0.0002389625185129935
dummy_stratified,0.5050126936929913,0.007284439177816114,0.38705208803793795,0.005619215961615111,0.2738364846870839,0.010723617697957927,13.950771304773491,0.20253707243904945,0.2674929124842865,0.003127738587455137,0.2726790450928382,0.010794159124337298,0.2750039425958051,0.010651832209813547,0.5050126936929913,0.007284439177816114,0.2653698424091877,0.0002389625185129935
